order_id,customer_id,order_date,total_amount,status,payment_method,shipping_city,shipping_country
1060,303,2025-07-24,150.38,Completed,Debit Card,Seanview,Cote d'Ivoire
1061,128,2025-04-26,125.88,Shipped,Bank Transfer,Schroederton,Somalia
1062,248,2024-05-02,110.08,Completed,Bank Transfer,West Kimberlystad,Mauritius
1063,310,2024-09-04,52.75,Completed,Bank Transfer,Ruizview,Bermuda
1064,110,2024-09-13,71.3,Completed,Credit Card,Port Christopherchester,Bhutan
1065,375,2024-06-04,74.56,Processing,PayPal,South Amy,Iraq
1066,204,2026-03-20,181.13,Processing,Debit Card,West James,Oman
1067,71,2025-02-05,90.17,Processing,Debit Card,West Margaret,Barbados
1068,436,2024-11-18,93.46,Processing,Debit Card,Lake Jimmy,El Salvador
1069,27,2024-09-18,160.3,Completed,PayPal,Cherylhaven,Algeria
1070,287,2024-10-10,194.75,Shipped,Debit Card,North Bryanbury,Bulgaria
1071,451,2024-11-24,11.23,Completed,Bank Transfer,Alexisview,Myanmar
1072,390,2025-09-06,40.04,Shipped,Debit Card,Nataliemouth,Kiribati
1073,5,2025-05-24,142.81,Processing,Debit Card,South Joshuastad,Central African Republic
1074,321,2024-06-05,77.21,Completed,Credit Card,Malonestad,Swaziland
1075,23,2025-03-31,211.16,Completed,PayPal,Brianshire,Lesotho
1076,126,2024-05-26,64.9,Completed,Credit Card,South Reginashire,Pakistan
1077,121,2025-01-23,131.72,Processing,PayPal,South Monicamouth,Cyprus
1078,351,2025-05-19,23.43,Cancelled,Credit Card,New Noah,Guinea-Bissau
1079,371,2024-04-20,70.14,Cancelled,Credit Card,Jamesmouth,Switzerland
1080,333,2024-08-23,38.88,Cancelled,Debit Card,South Brianshire,Mozambique
1081,332,2024-12-21,36.43,Shipped,Credit Card,Destinybury,Guinea
1082,132,2026-02-08,88.22,Cancelled,PayPal,Lake Matthewberg,Nepal
1083,138,2026-03-19,92.56,Processing,Debit Card,North Justin,Switzerland
1084,54,2025-02-25,33.34,Completed,Credit Card,Danieltown,Vanuatu
1085,392,2025-02-09,285.72,Completed,Bank Transfer,Hammondborough,United States of America
1086,311,2024-08-11,45.14,Shipped,Bank Transfer,Scottview,Czech Republic
1087,422,2024-07-07,97.32,Completed,Bank Transfer,Jefferyshire,Ethiopia
1088,376,2024-07-21,133.48,Cancelled,Bank Transfer,Barajastown,Brazil
1089,124,2025-06-02,193.0,Processing,Bank Transfer,South Scottport,South Africa
1090,473,2025-03-02,94.09,Shipped,Bank Transfer,West Christopher,Montserrat
1091,51,2025-04-18,38.76,Completed,Credit Card,Murphyfurt,Fiji
1092,85,2025-11-10,13.66,Cancelled,Debit Card,Smithberg,Ireland
1093,342,2024-06-04,187.66,Shipped,Credit Card,Lake Darrellmouth,Hong Kong
1094,37,2025-02-08,54.36,Shipped,Credit Card,West Ryan,Yemen
1095,192,2026-03-14,25.91,Completed,Bank Transfer,Wilsonborough,Saint Barthelemy
1096,273,2026-02-13,95.94,Cancelled,Debit Card,Port Rachelmouth,Sri Lanka
1097,199,2024-09-19,167.52,Completed,Credit Card,South Carlaton,Ecuador
1098,111,2024-07-21,75.93,Shipped,PayPal,Parrishton,France
1099,250,2026-02-17,60.49,Cancelled,Credit Card,Port Joan,Portugal
1100,392,2024-09-18,106.55,Completed,Credit Card,Hammondborough,United States of America
1101,339,2024-12-08,29.87,Cancelled,Debit Card,Lunahaven,Guadeloupe
1102,307,2025-03-13,135.21,Completed,Credit Card,New Pamela,Cayman Islands
1103,194,2026-01-07,163.4,Cancelled,Credit Card,New Charles,Jamaica
1104,266,2025-10-15,59.45,Completed,Bank Transfer,South Paul,Dominican Republic
1105,334,2025-09-10,136.31,Completed,Debit Card,Brownberg,Burundi
1106,427,2025-04-15,60.67,Processing,Credit Card,Michaelview,Colombia
1107,162,2024-08-13,157.01,Completed,Bank Transfer,South Pamelaside,French Guiana
1108,183,2025-07-24,191.31,Processing,Credit Card,East Robertburgh,Vietnam
1109,222,2025-07-02,185.17,Completed,Debit Card,Millerport,South Georgia and the South Sandwich Islands
1110,209,2026-04-11,48.48,Completed,Credit Card,North Jose,Vietnam
1111,87,2024-12-09,168.17,Processing,PayPal,South Garrettport,United Kingdom
1112,382,2025-07-12,16.28,Shipped,Bank Transfer,Lake Melaniestad,Vanuatu
1113,112,2024-09-16,193.9,Shipped,Credit Card,Meganstad,Brazil
1114,201,2025-05-07,224.15,Processing,PayPal,Turnerton,Moldova
1115,408,2025-10-20,134.71,Cancelled,Credit Card,Scotttown,Russian Federation
1116,411,2025-09-25,84.54,Completed,Debit Card,Kimfurt,Saint Pierre and Miquelon
1117,138,2025-04-03,21.74,Processing,Credit Card,North Justin,Switzerland
1118,125,2024-11-11,133.66,Shipped,PayPal,Marieland,Oman
1119,175,2024-09-15,106.47,Cancelled,Credit Card,South Warren,New Zealand
1120,79,2024-04-17,251.85,Shipped,Credit Card,Lake Marilynfort,Venezuela
1121,225,2024-07-31,45.08,Completed,PayPal,West Robertland,Saint Kitts and Nevis
1122,166,2025-03-24,288.77,Processing,Bank Transfer,Jimenezport,Luxembourg
1123,460,2024-05-31,161.93,Completed,Bank Transfer,North Sarahborough,Palau
1124,120,2026-01-12,104.64,Processing,Debit Card,Georgemouth,Switzerland
1125,163,2025-02-16,13.71,Completed,Credit Card,East Scottfort,Kyrgyz Republic
1126,309,2025-07-25,57.08,Completed,Bank Transfer,Millerfort,Cook Islands
1127,267,2025-12-30,115.76,Cancelled,Debit Card,Valenciashire,Italy
1128,186,2024-10-20,34.19,Processing,PayPal,East Cheryl,Northern Mariana Islands
1129,360,2025-05-25,116.38,Completed,Credit Card,Port Jennifer,Saint Helena
1130,215,2024-12-23,230.37,Shipped,Bank Transfer,Susanmouth,Mongolia
1131,99,2026-03-20,66.71,Shipped,PayPal,New Derek,Korea
1132,362,2025-06-28,371.28,Completed,PayPal,South Adam,Saint Pierre and Miquelon
1133,416,2026-02-23,38.14,Completed,Debit Card,West Kimberlystad,Paraguay
1134,158,2025-04-28,15.79,Completed,Debit Card,Port Kimberly,Northern Mariana Islands
1135,149,2025-04-04,139.35,Completed,Debit Card,North Emilyfurt,Haiti
1136,80,2025-04-06,260.36,Cancelled,Debit Card,South James,Netherlands Antilles
1137,360,2025-07-03,43.45,Completed,Credit Card,Port Jennifer,Saint Helena
1138,173,2024-05-12,238.91,Shipped,PayPal,Lauratown,Nepal
1139,240,2025-11-05,52.62,Completed,Debit Card,Vargasfurt,Albania
1140,430,2024-06-21,334.18,Completed,Credit Card,Taylorhaven,Martinique
1141,14,2024-11-21,11.68,Cancelled,Debit Card,East Donna,Yemen
1142,93,2025-08-26,48.27,Cancelled,Bank Transfer,Lake Colton,Niue
1143,196,2026-02-25,192.1,Cancelled,PayPal,Bennettside,Burkina Faso
1144,397,2026-03-26,98.52,Completed,Debit Card,Maryview,Mozambique
1145,48,2025-04-01,74.59,Completed,Credit Card,Port Nicoleshire,Hong Kong
1146,428,2025-01-06,173.22,Processing,Debit Card,Haynesstad,Haiti
1147,2,2025-10-07,50.29,Shipped,PayPal,South Bridget,Sudan
1148,104,2026-01-26,198.0,Completed,Credit Card,West Kristybury,Namibia
1149,481,2025-10-16,133.16,Cancelled,Bank Transfer,Michelletown,French Guiana
1150,398,2025-12-18,154.72,Completed,PayPal,Nicholasbury,Maldives
1151,284,2024-11-29,14.1,Completed,Debit Card,North Frank,Lao People's Democratic Republic
1152,421,2025-02-09,133.42,Completed,Debit Card,Lake Marilynbury,France
1153,312,2025-08-01,190.6,Completed,Bank Transfer,Arellanoshire,Denmark
1154,146,2026-01-11,23.63,Completed,Bank Transfer,Port Michealfurt,Samoa
1155,208,2026-01-01,25.06,Completed,PayPal,Garciafort,Senegal
1156,3,2026-02-01,107.53,Completed,PayPal,Curtisfurt,Bhutan
1157,479,2024-08-26,195.13,Completed,Debit Card,East Amy,Sao Tome and Principe
1158,234,2025-02-28,158.82,Completed,Credit Card,Lake Cheyenne,Mongolia
1159,447,2024-10-22,67.47,Shipped,Credit Card,Steventon,Greenland
1160,42,2024-08-29,307.85,Completed,Debit Card,Lake Heather,Lithuania
1161,215,2026-03-12,162.14,Shipped,Credit Card,Susanmouth,Mongolia
1162,352,2025-08-04,120.81,Completed,PayPal,Williamsview,Palau
1163,105,2025-11-02,115.9,Completed,Debit Card,South Shanestad,Malaysia
1164,10,2025-03-13,16.16,Completed,Debit Card,Jamesmouth,Marshall Islands
1165,401,2025-04-02,96.19,Shipped,Debit Card,East Bradleyshire,Nauru
1166,160,2025-02-04,24.5,Completed,Debit Card,Davidport,Nicaragua
1167,462,2026-03-20,153.59,Completed,Debit Card,North Jessicaside,Hungary
1168,411,2025-09-05,28.8,Shipped,PayPal,Kimfurt,Saint Pierre and Miquelon
1169,170,2024-09-01,380.44,Completed,Debit Card,Angelastad,Saudi Arabia
1170,264,2025-10-06,61.46,Completed,PayPal,North Donaldville,Namibia
1171,389,2025-06-27,87.97,Cancelled,Debit Card,Lindseychester,Chile
1172,263,2024-06-25,41.86,Completed,Credit Card,New Debramouth,Guernsey
1173,395,2025-02-11,174.65,Completed,PayPal,Lake Jessica,Wallis and Futuna
1174,1,2025-10-06,150.69,Completed,Bank Transfer,New Roberttown,Bermuda
1175,236,2024-05-15,73.84,Completed,Debit Card,Whitneyfort,Bosnia and Herzegovina
1176,213,2024-10-15,71.22,Completed,PayPal,Hopkinstown,Albania
1177,130,2026-02-28,72.3,Completed,PayPal,Angelicamouth,Suriname
1178,120,2026-02-17,56.04,Completed,Bank Transfer,Georgemouth,Switzerland
1179,348,2024-08-12,73.6,Shipped,Credit Card,Port Devonburgh,Greenland
1180,230,2024-11-10,81.38,Completed,Bank Transfer,Nicholasfurt,Haiti
1181,89,2026-02-26,38.59,Cancelled,Debit Card,Littlemouth,Equatorial Guinea
1182,357,2025-08-12,61.96,Completed,Bank Transfer,Port Christopherport,Tuvalu
1183,417,2025-06-03,49.86,Shipped,Debit Card,Jessicaside,United States Virgin Islands
1184,314,2024-11-24,77.29,Completed,Debit Card,East Lindsey,Brunei Darussalam
1185,435,2025-09-11,139.96,Completed,Credit Card,Nelsonmouth,Slovakia (Slovak Republic)
1186,493,2026-03-24,68.78,Completed,Debit Card,New Amanda,Saint Pierre and Miquelon
1187,447,2024-06-02,50.96,Completed,Bank Transfer,Steventon,Greenland
1188,182,2025-10-06,36.91,Completed,Debit Card,Santosport,Gibraltar
1189,46,2025-10-28,87.28,Completed,PayPal,Lake Justinview,Grenada
1190,31,2025-10-25,94.49,Processing,Debit Card,West Michaelton,United Arab Emirates
1191,379,2026-03-13,252.27,Completed,Debit Card,Port Gina,Syrian Arab Republic
1192,176,2024-09-27,81.84,Completed,Debit Card,Whitneyfort,Malta
1193,126,2026-03-18,325.92,Completed,Credit Card,South Reginashire,Pakistan
1194,442,2025-04-30,88.36,Completed,Credit Card,Albertchester,South Georgia and the South Sandwich Islands
1195,36,2025-02-25,281.72,Completed,Credit Card,Samuelhaven,Brazil
1196,41,2025-11-24,99.84,Processing,Credit Card,East Andrew,Ecuador
1197,45,2025-06-15,53.82,Processing,PayPal,Greenbury,Tajikistan
1198,384,2024-07-15,90.81,Shipped,Bank Transfer,West Erica,United States Virgin Islands
1199,473,2025-01-23,26.93,Completed,Credit Card,West Christopher,Montserrat
1200,144,2024-06-10,105.27,Cancelled,Bank Transfer,Welchberg,Bahrain
1201,281,2025-11-19,141.47,Completed,Debit Card,Christopherbury,Ukraine
1202,9,2024-07-02,178.82,Processing,PayPal,East William,Bermuda
1203,2,2025-05-08,55.55,Cancelled,Bank Transfer,South Bridget,Sudan
1204,466,2025-11-28,95.7,Completed,Credit Card,Lake Austinport,Nepal
1205,130,2025-12-08,51.18,Completed,Credit Card,Angelicamouth,Suriname
1206,158,2024-12-21,11.89,Shipped,Credit Card,Port Kimberly,Northern Mariana Islands
1207,130,2025-02-24,80.11,Shipped,PayPal,Angelicamouth,Suriname
1208,2,2025-03-28,48.87,Completed,Credit Card,South Bridget,Sudan
1209,477,2024-08-18,169.15,Cancelled,Credit Card,Williamsbury,Cook Islands
1210,276,2024-10-25,162.09,Cancelled,Bank Transfer,Walkerbury,Israel
1211,155,2024-09-20,20.3,Completed,Debit Card,Port Michael,Czech Republic
1212,40,2025-05-10,151.54,Processing,Bank Transfer,Leonburgh,Palestinian Territory
1213,396,2024-05-16,51.16,Completed,Debit Card,New Rebecca,Guyana
1214,327,2025-04-05,105.92,Completed,Credit Card,Silvatown,Malawi
1215,415,2024-05-02,104.84,Processing,PayPal,Jameshaven,Maldives
1216,498,2024-06-07,203.73,Processing,PayPal,East Misty,Christmas Island
1217,276,2025-08-21,197.74,Completed,Credit Card,Walkerbury,Israel
1218,375,2025-10-03,287.91,Completed,Debit Card,South Amy,Iraq
1219,469,2025-09-18,73.1,Completed,Bank Transfer,Lake Markfort,China
1220,382,2025-11-15,303.17,Completed,Debit Card,Lake Melaniestad,Vanuatu
1221,47,2025-04-05,20.5,Completed,PayPal,North Robert,Greenland
1222,43,2025-02-02,117.64,Completed,Debit Card,Robinsonhaven,Kyrgyz Republic
1223,152,2025-01-03,91.21,Completed,Credit Card,South April,United States Minor Outlying Islands
1224,316,2025-11-12,103.47,Cancelled,Debit Card,Rodriguezberg,Cameroon
1225,234,2025-02-16,273.98,Shipped,Debit Card,Lake Cheyenne,Mongolia
1226,62,2026-02-05,80.25,Processing,Debit Card,Michaelmouth,Faroe Islands
1227,175,2024-09-09,40.12,Completed,Credit Card,South Warren,New Zealand
1228,12,2025-02-14,194.02,Shipped,PayPal,Meaganhaven,New Caledonia
1229,82,2024-05-11,106.08,Cancelled,Bank Transfer,Reedside,Serbia
1230,275,2024-04-20,82.6,Completed,Bank Transfer,East Brandonstad,Hungary
1231,183,2024-10-23,52.92,Cancelled,Bank Transfer,East Robertburgh,Vietnam
1232,489,2024-07-10,35.61,Completed,Bank Transfer,East Grace,Guinea-Bissau
1233,294,2025-10-14,47.82,Cancelled,PayPal,Lake John,Martinique
1234,72,2026-03-25,258.74,Cancelled,PayPal,Benderhaven,Mauritius
1235,283,2024-07-27,34.16,Cancelled,Bank Transfer,Haynesmouth,Ghana
1236,468,2024-12-22,110.81,Completed,PayPal,West Michael,Myanmar
1237,285,2025-09-14,158.4,Shipped,Credit Card,East Lindseyport,Sweden
1238,362,2025-11-14,182.43,Completed,PayPal,South Adam,Saint Pierre and Miquelon
1239,135,2025-04-07,39.23,Completed,Bank Transfer,Brettfort,Tunisia
1240,489,2025-04-23,132.71,Shipped,Credit Card,East Grace,Guinea-Bissau
1241,325,2025-04-05,324.11,Processing,Debit Card,Lake Jeffrey,Costa Rica
1242,221,2024-06-04,56.59,Completed,Bank Transfer,Kristenmouth,Liechtenstein
1243,373,2024-06-15,43.23,Shipped,PayPal,Davidshire,Tanzania
1244,38,2025-06-11,48.29,Completed,PayPal,Nguyenport,Micronesia
1245,432,2025-09-04,100.11,Processing,PayPal,Andrewville,Guernsey
1246,285,2024-10-17,53.95,Shipped,Debit Card,East Lindseyport,Sweden
1247,341,2025-10-18,111.87,Shipped,Debit Card,South Nancyview,Sierra Leone
1248,439,2025-03-17,130.38,Processing,Debit Card,Mcdonaldside,Vietnam
1249,158,2024-07-29,145.38,Completed,Credit Card,Port Kimberly,Northern Mariana Islands
1250,491,2025-04-12,28.45,Completed,PayPal,Port James,Christmas Island
1251,302,2026-01-09,128.92,Completed,PayPal,West Julie,Dominica
1252,337,2024-11-14,61.98,Cancelled,Bank Transfer,New Jamesstad,Zambia
1253,418,2026-01-25,101.58,Cancelled,PayPal,West Gregoryhaven,Botswana
1254,304,2024-08-15,106.1,Completed,PayPal,Costachester,Lithuania
1255,270,2024-08-22,146.02,Completed,Debit Card,New Mark,Namibia
1256,108,2026-01-23,94.75,Completed,Debit Card,Wagnerchester,Bolivia
1257,349,2024-04-26,77.94,Shipped,Bank Transfer,North Richard,Korea
1258,143,2025-07-27,138.64,Completed,Bank Transfer,Port Bonniemouth,Burkina Faso
1259,172,2024-06-29,56.54,Completed,Credit Card,Williamhaven,Martinique
1260,481,2024-08-27,38.73,Shipped,Debit Card,Michelletown,French Guiana
1261,308,2024-11-26,80.4,Cancelled,Bank Transfer,Donnaport,Dominica
1262,141,2024-07-17,167.48,Processing,Bank Transfer,West Ruben,Nicaragua
1263,351,2025-06-01,87.24,Completed,Credit Card,New Noah,Guinea-Bissau
1264,405,2025-11-08,49.91,Processing,Bank Transfer,Serranoville,Christmas Island
1265,183,2025-02-09,119.8,Completed,Bank Transfer,East Robertburgh,Vietnam
1266,160,2024-08-20,72.79,Completed,Credit Card,Davidport,Nicaragua
1267,468,2024-06-11,129.5,Completed,Credit Card,West Michael,Myanmar
1268,428,2025-09-15,133.21,Completed,Debit Card,Haynesstad,Haiti
1269,295,2025-11-26,63.17,Shipped,PayPal,New Louis,Saint Pierre and Miquelon
1270,157,2024-04-20,92.87,Cancelled,Debit Card,Hammondshire,Barbados
1271,224,2025-09-20,101.82,Cancelled,Credit Card,Hawkinshaven,Ireland
1272,407,2024-11-10,46.47,Completed,Credit Card,Bellshire,Bolivia
1273,430,2024-08-09,257.89,Completed,Credit Card,Taylorhaven,Martinique
1274,476,2025-03-20,38.39,Completed,Credit Card,Jamesstad,Nepal
1275,177,2025-01-15,74.05,Completed,Bank Transfer,East Joshua,French Southern Territories
1276,439,2024-08-28,194.48,Completed,Bank Transfer,Mcdonaldside,Vietnam
1277,474,2024-09-27,129.98,Cancelled,Debit Card,Port Dennis,Monaco
1278,210,2025-10-18,126.08,Shipped,Credit Card,South Andrea,Western Sahara
1279,451,2024-05-08,203.6,Completed,Debit Card,Alexisview,Myanmar
1280,448,2026-03-06,70.8,Completed,Debit Card,Whiteview,Svalbard & Jan Mayen Islands
1281,112,2025-09-18,41.08,Processing,Bank Transfer,Meganstad,Brazil
1282,2,2025-05-30,71.96,Shipped,Debit Card,South Bridget,Sudan
1283,43,2024-09-26,231.79,Cancelled,Bank Transfer,Robinsonhaven,Kyrgyz Republic
1284,192,2025-03-21,38.4,Completed,Debit Card,Wilsonborough,Saint Barthelemy
1285,154,2025-10-05,88.35,Completed,Debit Card,Elizabethland,Mexico
1286,318,2024-05-19,54.62,Processing,PayPal,New Charlotte,Puerto Rico
1287,265,2026-01-21,53.68,Cancelled,Bank Transfer,Kimberlytown,Thailand
1288,228,2025-08-18,44.9,Shipped,Credit Card,Brockmouth,Kazakhstan
1289,186,2026-01-02,22.37,Completed,PayPal,East Cheryl,Northern Mariana Islands
1290,327,2025-05-23,21.57,Completed,Bank Transfer,Silvatown,Malawi
1291,337,2025-08-22,36.83,Shipped,PayPal,New Jamesstad,Zambia
1292,487,2025-09-08,224.41,Completed,Bank Transfer,West Carlos,Martinique
1293,485,2025-10-20,54.29,Cancelled,PayPal,South John,Cape Verde
1294,185,2025-09-06,85.12,Processing,Debit Card,Nelsonville,Greenland
1295,330,2026-03-09,141.04,Completed,Debit Card,New Jeanshire,Suriname
1296,124,2024-06-30,41.56,Cancelled,Bank Transfer,South Scottport,South Africa
1297,69,2025-02-09,57.42,Completed,Debit Card,New Charles,Afghanistan
1298,54,2025-09-30,37.08,Completed,Bank Transfer,Danieltown,Vanuatu
1299,159,2024-12-07,80.38,Completed,Debit Card,West Fred,Gibraltar
1300,78,2025-03-22,275.16,Completed,Debit Card,Lake Chelseabury,Russian Federation
1301,249,2024-05-22,51.24,Cancelled,Bank Transfer,West Nancy,Antigua and Barbuda
1302,207,2025-07-20,88.35,Completed,Debit Card,South Rose,Micronesia
1303,322,2024-04-15,35.61,Cancelled,PayPal,East Jamesborough,Taiwan
1304,110,2024-05-19,121.73,Cancelled,Credit Card,Port Christopherchester,Bhutan
1305,129,2025-12-02,269.04,Shipped,Bank Transfer,West Christopher,Panama
1306,369,2025-01-30,10.6,Cancelled,Debit Card,West Lisaville,Nicaragua
1307,366,2025-11-28,123.47,Completed,Debit Card,Samanthaberg,Russian Federation
1308,191,2024-09-15,92.81,Cancelled,Credit Card,New Seanstad,Belarus
1309,40,2026-04-03,21.8,Shipped,Credit Card,Leonburgh,Palestinian Territory
1310,389,2024-10-22,57.47,Completed,Debit Card,Lindseychester,Chile
1311,295,2025-01-27,202.94,Completed,Debit Card,New Louis,Saint Pierre and Miquelon
1312,161,2026-03-18,72.68,Cancelled,Credit Card,Meganshire,Armenia
1313,384,2024-10-14,53.67,Completed,Bank Transfer,West Erica,United States Virgin Islands
1314,228,2024-09-14,193.51,Shipped,Debit Card,Brockmouth,Kazakhstan
1315,361,2024-06-21,91.41,Processing,PayPal,Summersborough,Saint Barthelemy
1316,139,2024-04-24,271.43,Completed,Debit Card,West Jasonberg,Mexico
1317,85,2025-03-05,92.68,Shipped,PayPal,Smithberg,Ireland
1318,161,2024-05-03,158.95,Shipped,Debit Card,Meganshire,Armenia
1319,267,2024-04-23,100.22,Completed,Credit Card,Valenciashire,Italy
1320,341,2024-12-29,235.66,Completed,PayPal,South Nancyview,Sierra Leone
1321,200,2026-01-09,164.9,Completed,Bank Transfer,Jimshire,Ghana
1322,122,2024-09-08,98.49,Cancelled,Credit Card,Jessicaberg,Dominica
1323,73,2025-09-22,148.72,Processing,PayPal,North Jeremyshire,Namibia
1324,408,2025-09-13,31.3,Completed,Debit Card,Scotttown,Russian Federation
1325,444,2024-05-31,132.37,Completed,PayPal,Justinside,Sudan
1326,432,2024-09-30,290.85,Completed,Debit Card,Andrewville,Guernsey
1327,323,2026-02-26,14.4,Cancelled,PayPal,Reidville,Pitcairn Islands
1328,93,2024-06-26,200.07,Completed,Debit Card,Lake Colton,Niue
1329,44,2025-12-21,43.1,Completed,Debit Card,Stephaniemouth,New Zealand
1330,74,2026-01-20,38.62,Completed,Credit Card,Moonburgh,Myanmar
1331,354,2026-01-17,147.39,Processing,Bank Transfer,North Dawnburgh,Madagascar
1332,263,2025-09-09,120.35,Completed,Bank Transfer,New Debramouth,Guernsey
1333,344,2024-08-20,28.34,Completed,PayPal,West Danielville,Luxembourg
1334,102,2025-10-26,53.98,Completed,Credit Card,North Kristinbury,Brunei Darussalam
1335,57,2024-08-19,128.2,Completed,Credit Card,Cynthiamouth,Russian Federation
1336,261,2024-05-16,221.87,Shipped,Bank Transfer,North Heatherville,Tokelau
1337,223,2025-02-28,190.12,Completed,Credit Card,Stewartville,Bermuda
1338,326,2025-05-15,40.11,Shipped,Credit Card,East Johnnyport,Rwanda
1339,145,2024-07-04,102.57,Processing,Credit Card,Haysside,Lebanon
1340,257,2026-01-05,132.73,Shipped,Debit Card,New Melissa,Solomon Islands
1341,336,2024-12-22,98.34,Completed,Bank Transfer,Gloverland,Bulgaria
1342,19,2024-12-18,136.54,Completed,Debit Card,South Jessicaville,Egypt
1343,408,2025-06-22,42.6,Processing,Bank Transfer,Scotttown,Russian Federation
1344,331,2025-08-11,59.64,Completed,Credit Card,Meganside,Cocos (Keeling) Islands
1345,362,2024-09-06,122.01,Processing,Debit Card,South Adam,Saint Pierre and Miquelon
1346,287,2025-08-10,61.38,Processing,PayPal,North Bryanbury,Bulgaria
1347,297,2024-09-19,67.79,Shipped,Debit Card,New Timothymouth,United States Virgin Islands
1348,473,2026-04-07,44.73,Completed,Bank Transfer,West Christopher,Montserrat
1349,374,2025-06-06,137.01,Completed,Bank Transfer,Port Sarahport,Liechtenstein
1350,293,2025-02-12,179.33,Cancelled,PayPal,North Paula,Slovakia (Slovak Republic)
1351,102,2026-04-11,113.68,Completed,Credit Card,North Kristinbury,Brunei Darussalam
1352,3,2025-03-10,113.88,Shipped,Bank Transfer,Curtisfurt,Bhutan
1353,160,2024-07-14,146.16,Completed,Credit Card,Davidport,Nicaragua
1354,156,2024-10-09,152.9,Completed,Bank Transfer,Tannerside,Bulgaria
1355,290,2024-09-25,46.31,Processing,Bank Transfer,Stephensonton,Nicaragua
1356,52,2024-07-03,93.91,Shipped,Credit Card,Lake Casey,Pakistan
1357,458,2025-01-13,35.07,Processing,Bank Transfer,Marcusmouth,Bouvet Island (Bouvetoya)
1358,3,2024-12-19,16.89,Completed,PayPal,Curtisfurt,Bhutan
1359,390,2024-08-24,77.36,Cancelled,Debit Card,Nataliemouth,Kiribati
1360,60,2024-04-23,58.0,Processing,Bank Transfer,New Stacyland,Dominican Republic
1361,440,2025-02-18,53.95,Completed,Debit Card,Millsside,Georgia
1362,483,2025-09-01,123.51,Cancelled,PayPal,Gabriellestad,Niue
1363,432,2024-12-13,53.13,Completed,PayPal,Andrewville,Guernsey
1364,136,2024-04-21,201.6,Processing,Bank Transfer,Whiteheadberg,Switzerland
1365,459,2025-02-08,286.99,Completed,Bank Transfer,Leeton,Montserrat
1366,372,2024-09-24,199.22,Completed,PayPal,West Shane,Pitcairn Islands
1367,248,2025-04-03,147.22,Completed,Debit Card,West Kimberlystad,Mauritius
1368,412,2024-09-29,46.78,Shipped,Bank Transfer,East Williammouth,Spain
1369,201,2024-06-02,150.51,Completed,Bank Transfer,Turnerton,Moldova
1370,78,2025-09-05,35.75,Completed,Credit Card,Lake Chelseabury,Russian Federation
1371,389,2026-01-05,55.7,Completed,Debit Card,Lindseychester,Chile
1372,380,2024-11-14,35.79,Shipped,PayPal,North Stephen,Greenland
1373,473,2025-08-29,221.55,Cancelled,Bank Transfer,West Christopher,Montserrat
1374,18,2025-08-09,170.52,Processing,Credit Card,North Collin,Jersey
1375,388,2025-01-23,42.6,Cancelled,Bank Transfer,North Justin,Bangladesh
1376,74,2024-05-16,10.29,Shipped,Bank Transfer,Moonburgh,Myanmar
1377,36,2024-06-03,232.3,Cancelled,Bank Transfer,Samuelhaven,Brazil
1378,89,2026-02-28,162.76,Completed,PayPal,Littlemouth,Equatorial Guinea
1379,84,2024-09-28,117.5,Completed,Credit Card,South Tammie,Brunei Darussalam
1380,404,2025-02-25,35.49,Completed,Debit Card,Sandrashire,Bangladesh
1381,144,2024-12-02,32.68,Shipped,Credit Card,Welchberg,Bahrain
1382,428,2025-11-29,78.68,Shipped,Credit Card,Haynesstad,Haiti
1383,205,2025-07-21,59.64,Processing,Bank Transfer,Nicholaston,Tunisia
1384,276,2025-05-05,36.0,Shipped,Credit Card,Walkerbury,Israel
1385,70,2024-06-30,44.28,Processing,Credit Card,Jonesbury,Uzbekistan
1386,17,2025-10-17,179.37,Shipped,Debit Card,New Johnfort,Croatia
1387,126,2025-06-02,42.91,Completed,Credit Card,South Reginashire,Pakistan
1388,132,2025-12-17,132.98,Completed,Credit Card,Lake Matthewberg,Nepal
1389,166,2026-03-29,398.87,Completed,Bank Transfer,Jimenezport,Luxembourg
1390,279,2026-02-01,48.56,Shipped,PayPal,East Adam,Ireland
1391,87,2025-06-28,75.06,Completed,Credit Card,South Garrettport,United Kingdom
1392,462,2024-08-23,81.26,Completed,Bank Transfer,North Jessicaside,Hungary
1393,473,2024-10-24,272.31,Completed,Bank Transfer,West Christopher,Montserrat
1394,104,2024-06-24,44.97,Cancelled,Debit Card,West Kristybury,Namibia
1395,291,2025-07-21,98.09,Completed,Debit Card,North Joshuaberg,Italy
1396,154,2024-12-19,75.92,Completed,Credit Card,Elizabethland,Mexico
1397,242,2025-08-15,27.22,Completed,PayPal,West Michaelmouth,Niger
1398,270,2025-10-04,21.07,Shipped,Credit Card,New Mark,Namibia
1399,76,2025-02-07,23.05,Cancelled,Credit Card,Port Richardhaven,Sweden
1400,43,2025-09-20,149.4,Cancelled,Credit Card,Robinsonhaven,Kyrgyz Republic
1401,29,2026-03-31,65.58,Completed,Credit Card,Calderonton,Afghanistan
1402,400,2025-12-02,50.42,Completed,Debit Card,South Lisa,Saint Helena
1403,88,2025-10-02,58.09,Completed,Bank Transfer,Knightburgh,Chile
1404,274,2024-07-24,56.31,Completed,PayPal,Villarrealburgh,Heard Island and McDonald Islands
